"Review_ID","Model_Name","Review_Date","Location","User_Type","Source","Ownership_Months","Review_Text"
"REV01506","Hornet 2.0","2025-09-10","Delhi NCR","Family User","BikeWale","28","Hornet 2.0 review from a daily commuter: city riding is excellent. But highway vibrations past 80 kmph are noticeable. Service is decent but a bit expensive. Overall 3.5 out of 5 stars. Delhi traffic mein handle easy hai. Ghar ke sab kaam aasaan ho gaye."
"REV01507","Shine 125","2026-05-09","Jaipur","Family User","Facebook","29","Shine 125 ka mileage claim 60kmpl but actual city mileage comes to 42-45 only. Highway is better but city is disappointing. Misleading claims se consumer trust khatam hota hai. Ghar ke sab kaam aasaan ho gaye."
"REV01508","Shine 125","2024-07-04","Delhi NCR","Long Distance Rider","Team-BHP","2","Honest Shine 125 review: engine is the star - smooth, refined, efficient. Everything else - average. Brakes feel wooden, suspension is stiff, seat is hard. For the price, should do better overall. vibration feel hota hai. daily commute ke liye perfect. bahut khush hoon."
"REV01509","CBR650R","2025-03-25","Bangalore","Track Rider","Facebook","20","CBR650R is a phenomenal machine on track and highways but the ownership experience in India needs improvement. Service centers are few, parts are expensive, and city riding is uncomfortable due to heat. value for money hai. first service free mila. Namma Bengaluru ki roads pe accha."
"REV01510","Shine 125","2024-11-11","Jaipur","Family User","YouTube Comments","22","Shine 125 liya 22 mahine pehle. Already brake disc warped, chain tension issue twice. Quality control seems poor. Honda ke naam pe itni quality expected nahi thi. Very disappointing. bahut accha hai. on road price zyada lag raha tha. no complaints."
"REV01511","Hornet 2.0","2025-12-04","Pune","Long Distance Rider","Team-BHP","2","Bought Hornet 2.0 2 months ago. Had some teething issues initially but things settled down. Mileage is good, handling is sharp, but the service center near my area has poor customer service. highway pe mast. thoda improve karo Honda. Touring ke liye really good bike hai."
"REV01512","Activa 6G","2024-07-18","Chennai","Track Rider","Service Center","29","Activa 6G ka service cost bahut zyada hai. Har 3000 km pe service le jaao, aur 1500-2000 rupees le lete hain. Mileage bhi sirf 38-40 aa raha hai jo claim se kam hai. pickup zabardast. service costly hai. maintenence low hai."
"REV01513","CBR1000RR-R Fireblade","2025-06-14","Kolkata","Long Distance Rider","Instagram","20","The CBR1000RR-R Fireblade is not just a bike, it's passion materialized. Every component feels premium. Track performance is extraordinary. Real-world usability is better than expected. Elite machine. heat bahut aati hai. starting kabhi problem nahi."
"REV01514","Activa 6G","2024-09-15","Rural Uttar Pradesh","Daily Commuter","MouthShut","9","Maine Activa 6G ko 9 months use kiya hai. Absolutely zero complaints. Engine smooth, brakes responsive, fuel efficiency top notch. Honda ne kamaal kiya hai is model mein. heat bahut aati hai. Daily 30km commute karta hoon bina kisi tension ke."
"REV01515","CB350RS","2025-06-20","Jaipur","Long Distance Rider","Facebook","29","Toured Rajasthan on my CB350RS for 4 days straight. Bike performed flawlessly. Comfortable seating, good wind protection, excellent brakes. Honda CB350RS is a true long distance companion. recommend karunga. insurance cheap tha."
"REV01516","Activa 125","2025-01-18","Hyderabad","Enthusiast","Twitter","24","Heat management bahut bekar hai Activa 125 mein. Summer mein legs pe bahut heat aati hai. Delhi ki garmi mein toh aur bhi bura haal. Honda should fix this seriously. pickup zabardast. vibration feel hota hai. starting kabhi problem nahi. thoda improve karo Honda."
"REV01517","Unicorn","2025-12-14","Lucknow","Daily Commuter","YouTube Comments","8","Unicorn se bahut disappointed hoon. Vibrations at 70+ are very bad. Hands and feet go numb on highway. Expected better from Honda at this price point. Considering resale honestly. storage kam hai. value for money hai. Daily 30km commute karta hoon bina kisi tension ke."
"REV01518","CBR1000RR-R Fireblade","2024-04-15","Delhi NCR","Office Goer","Instagram","12","CBR1000RR-R Fireblade has too much heat soak in city riding. The exhaust routing passes close to the rider and gets extremely uncomfortable in stop-and-go traffic. A design oversight on Honda's part. life set ho gayi. no complaints. daily commute ke liye perfect. Fuel cost mein saving hui company conveyance se."
"REV01519","SP 125","2026-03-18","Chennai","Long Distance Rider","BikeWale","8","SP 125 ka pickup zabardast hai. 0 to 60 mein dhamaal karta hai. Highway touring ke liye bhi perfect. Suspension setup accha hai. Honda ne is segment mein best product diya hai. pickup zabardast. on road price zyada lag raha tha. service center nearby hai. Marina beach rides are amazing on this."
"REV01520","CBR1000RR-R Fireblade","2026-02-15","Jaipur","Track Rider","Team-BHP","2","CBR1000RR-R Fireblade is a phenomenal machine on track and highways but the ownership experience in India needs improvement. Service centers are few, parts are expensive, and city riding is uncomfortable due to heat. life set ho gayi."
"REV01521","Activa 125","2024-11-02","Pune","Track Rider","YouTube Comments","16","Activa 125 ki build quality thodi disappointing hai. 16 months mein plastic parts pe scratches aa gaye. Paint quality bhi average. Itne paise mein better expect karta tha. ekdum mast."
"REV01522","Activa 125","2024-08-08","Rural Uttar Pradesh","Beginner Rider","Facebook","9","Activa 125 is value for money if you stick to city riding. Highway pe vibrations and wind noise bother karta hai. Suspension is average for our Indian roads. Mileage is the highlight though. no complaints. pickup zabardast. EMI affordable hai. recommend karunga. Pehli bike ke liye accha choice tha."
"REV01523","Dio","2026-02-17","Kolkata","Daily Commuter","Instagram","28","Maine Dio liya tha high expectations ke saath but disappointed hoon. Pickup average hai, mileage 40 se kam aa raha hai. Dealer ne jo claims kiye the wo sab jhooth nikla. resale value acchi hai. maintenance low hai. mileage mast hai. Daily 30km commute karta hoon bina kisi tension ke."
"REV01524","Dio","2024-04-07","Hyderabad","Family User","MouthShut","7","Dio mein seat height thodi zyada hai. Short log jaise main uncomfortable feel karte hain traffic mein. Honda ko ye improve karna chahiye tha. Suspension bhi hard lagti hai. thoda improve karo Honda. life set ho gayi. HITEC City commute ke liye best. Poori family ka kaam ek bike se ho jaata hai."
"REV01525","CBR650R","2025-05-27","Kolkata","Daily Commuter","Facebook","30","CBR650R is a phenomenal machine on track and highways but the ownership experience in India needs improvement. Service centers are few, parts are expensive, and city riding is uncomfortable due to heat. no complaints. storage kam hai. resale value acchi hai. Office aane jaane mein bahut convenient."
"REV01526","Activa 6G","2025-05-22","Delhi NCR","Beginner Rider","Twitter","25","Activa 6G mein seat height thodi zyada hai. Short log jaise main uncomfortable feel karte hain traffic mein. Honda ko ye improve karna chahiye tha. Suspension bhi hard lagti hai. ekdum mast. starting kabhi problem nahi. build quality acchi hai. Delhi ki garmi mein bhi accha kiya. New rider ke liye manageable hai."
"REV01527","CB350 Hness","2024-12-02","Lucknow","Daily Commuter","Service Center","29","CB350 Hness ka pickup zabardast hai. 0 to 60 mein dhamaal karta hai. Highway touring ke liye bhi perfect. Suspension setup accha hai. Honda ne is segment mein best product diya hai. vibration feel hota hai. ekdum mast. mileage mast hai. Lucknow ki sadkon pe bahut comfortable."
"REV01528","Dio","2026-04-02","Lucknow","Enthusiast","Team-BHP","14","Service center ka experience worst tha. Dio leke gaya tha minor issue ke liye, inhone 3 din rakh liya aur zyada charge kiya. Honda authorized center se itni badtameezi unexpected thi. starting kabhi problem nahi. thoda improve karo Honda. Nawabi city mein style bhi chahiye - yeh deta hai. Group rides mein sab impress ho jaate hain."
"REV01529","Activa 6G","2024-11-19","Jaipur","Enthusiast","BikeWale","7","Activa 6G overall accha hai but kuch cheezein improve ho sakti hain. Mileage aur comfort accha hai, but service cost zyada hai. Storage bhi zyada hota toh aur better hota. life set ho gayi. insurance cheap tha. value for money hai. Group rides mein sab impress ho jaate hain."
"REV01530","CBR650R","2024-05-07","Rural Uttar Pradesh","Office Goer","Twitter","27","CBR650R is a phenomenal machine on track and highways but the ownership experience in India needs improvement. Service centers are few, parts are expensive, and city riding is uncomfrtable due to heat. thoda improve karo Honda. Rural areas mein petrol pump door hote hain so mileage matters. Fuel cost mein saving hui company conveyance se."
"REV01531","Shine 125","2025-01-01","Chennai","Female Rider","Service Center","1","Shine 125 - good bike with some issues. Engine and mileage excellent. But build quality of plastics is below par, seat could be softer, and service experience varies by dealer. 3.5/5. thoda improve karo Honda. life set ho gayi. no complaints."
"REV01532","CB350 Hness","2024-06-16","Delhi NCR","Family User","MouthShut","28","CB350 Hness is okay. Not the best bike I have owned but reliable enough. Mileage is its USP. If you want excitement, look elsewhere. If you want reliability and economy, this works. pickup zabardast. storage kam hai. Delhi traffic mein handle easy hai."
"REV01533","Shine 125","2025-06-28","Bangalore","Daily Commuter","Instagram","30","Shine 125 se bahut disappointed hoon. Vibrations at 70+ are very bad. Hands and feet go numb on highway. Expected better from Honda at this price point. Considering resale honestly. ekdum mast. EMI affordable hai. Daily 30km commute karta hoon bina kisi tension ke."
"REV01534","Shine 125","2025-12-26","Kolkata","Enthusiast","Facebook","15","Mixed feelings about Shine 125. The good stuff is genuinely good - engine refinement, fuel economy, reliability. The bad stuff - seat comfort, heat management, lack of modern features - are real issues. heat bahut aati hai. insurance cheap tha. pickup zabardast. no complaints. Durga Puja mein naya liya tha."
"REV01535","CB350 Hness","2024-08-30","Pune","Family User","Facebook","28","CB350 Hness ka pickup zabardast hai. 0 to 60 mein dhamaal karta hai. Highway touring ke liye bhi perfect. Suspension setup accha hai. Honda ne is segment mein best product diya hai. service costly hai. EMI affordable hai. highway pe mast."
"REV01536","Dio","2024-12-29","Mumbai","Female Rider","MouthShut","28","Bahut khush hoon Dio se. Daily 25km commute karta hoon, no issues. Petrol cost bhi kam ho gayi pehle wali bike se compare karein toh. Recommended for office goers. resale value acchi hai. ekdum mast. service center nearby hai. Rains mein bhi reliable raha."
"REV01537","Dio","2025-06-09","Mumbai","Long Distance Rider","Facebook","28","Office se ghar, market, everywhere Dio ne saath diya. Reliable bike hai. 28 months mein sirf routine service. Koi bada problem nahi aaya. Honda zindabad! bibi bhi khush hai. pothole mein problem. highway pe mast. Mumbai locals ke baad bike pe aana relief hai. Touring ke liye really good bike hai."
"REV01538","CBR1000RR-R Fireblade","2024-04-27","Rural Uttar Pradesh","Daily Commuter","MouthShut","21","Bought CBR1000RR-R Fireblade after years of saving and planning. No disappointment whatsoever. The bike feels planted at triple digit speeds. Braking is stupendous. Every detail is crafted to perfection. mileage mast hai. engine smooth hai. Gaon ki kacchi sadak pe bhi chala liya."
"REV01539","SP 125","2025-09-07","Hyderabad","Female Rider","Facebook","17","SP 125 se bahut disappointed hoon. Vibrations at 70+ are very bad. Hands and feet go numb on highway. Expected better from Honda at this price point. Considering resale honestly. resale value acchi hai. city mein bhi accha. service costly hai. highway pe mast."
"REV01540","Activa 6G","2025-05-23","Kolkata","Track Rider","Facebook","19","Activa 6G se kaafi hadd tak satisfied hoon. Mileage aur looks acche hain. But after sales service improve karna chahiye Honda ko. Waiting time at service centre bahut zyada hai. insurance cheap tha. city mein bhi accha."
"REV01541","Activa 125","2026-04-11","Hyderabad","Beginner Rider","YouTube Comments","20","Bahut khush hoon Activa 125 se. Daily 25km commute karta hoon, no issues. Petrol cost bhi kam ho gayi pehle wali bike se compare karein toh. Recommended for office goers. HITEC City commute ke liye best. Pehli bike ke liye accha choice tha."
"REV01542","CBR1000RR-R Fireblade","2025-03-02","Kolkata","Track Rider","Team-BHP","14","The CBR1000RR-R Fireblade is technically brilliant but impractical for Indian conditions. The heat from the engine in city traffic is unbearable. Low speed handling is challenging for newer riders. Not for everyone. recomend karunga. service center nearby hai. daily commute ke liye perfect. highway pe mast. Kolkata ki purani sadkon pe suspension test ho jaata hai."
"REV01543","CB350RS","2026-03-06","Kolkata","Long Distance Rider","YouTube Comments","9","CB350RS se bahut disappointed hoon. Vibrations at 70+ are very bad. Hands and feet go numb on highway. Expected better from Honda at this price point. Considering resale honestly. bahut khush hoon. pothole mein problem. service center nearby hai. 500km+ trips karke dekha hai, sach mein capable hai."
"REV01544","Activa 6G","2025-01-04","Hyderabad","Family User","Service Center","27","Scooter bahut smooth hai. Activa 6G ka mileage city mein bhi 45+ aa raha hai. Boot space thoda kam hai but overall value for money. Service center ka staff cooperative hai. build quality acchi hai. Poori family ka kaam ek bike se ho jaata hai."
"REV01545","CBR650R","2025-07-23","Hyderabad","Track Rider","Facebook","12","CBR650R ownership has a dark side - the insurance cost, the service cost, the parts cost. Performance is unquestionable but the ownership experience in India is frustrating due to limited service centers. first service free mila. daily commute ke liye perfect. Hyderabad ke flyovers pe bahut mast feel hota hai."
"REV01546","Activa 6G","2026-03-24","Kolkata","Long Distance Rider","Instagram","17","My Activa 6G has been my faithful companion for 17 months now. The ride is smooth and comfortable even on Bangalore's bad roads. Storage could be more but the overall package is great value. resale value acchi hai. bahut accha hai. 500km+ trips karke dekha hai, sach mein capable hai."
"REV01547","Activa 125","2024-03-22","Kolkata","Family User","Facebook","30","Bahut khush hoon Activa 125 se. Daily 25km commute karta hoon, no issues. Petrol cost bhi kam ho gayi pehle wali bike se compare karein toh. Recommended for office goers. recmmend karunga. resale value acchi hai. vibration feel hota hai. storage kam hai. Durga Puja mein naya liya tha."
"REV01548","Activa 6G","2026-03-08","Jaipur","Enthusiast","Team-BHP","22","Activa 6G overall accha hai but kuch cheezein improve ho sakti hain. Mileage aur comfort accha hai, but service cost zyada hai. Storage bhi zyada hota toh aur better hota. no complaints. insurance cheap tha. ekdum mast. ekdum mast. Jaipur-Ajmer highway pe fantastic. Weekend rides ke liye waiting rehti hai."
"REV01549","Activa 125","2025-09-03","Mumbai","Family User","Team-BHP","12","Activa 125 liye 12 mahine ho gaye. Pros: fuel efficient, reliable, low maintenance generally. Cons: service centre rude staff, storage cramped, vibration at highway speeds. Net net okay hai."
"REV01550","Dio","2024-08-31","Hyderabad","Long Distance Rider","Twitter","16","Dio ka service cost bahut zyada hai. Har 3000 km pe service le jaao, aur 1500-2000 rupees le lete hain. Mileage bhi sirf 38-40 aa raha hai jo claim se kam hai. Hyderabad ke flyovers pe bahut mast feel hota hai."
"REV01551","Activa 6G","2024-03-05","Pune","Enthusiast","Service Center","10","Activa 6G is value for money if you stick to city riding. Highway pe vibrations and wind noise bother karta hai. Suspension is average for our Indian roads. Mileage is the highlight though. pothole mein problem. resale value acchi hai. resale value acchi hai. daily commute ke liye perfect. IT hub commute ke liye perfect."
"REV01552","Unicorn","2025-07-10","Hyderabad","Track Rider","Team-BHP","6","Unicorn is the best commuter motorcycle I have owned. Fuel efficiency is class leading. Build quality feels premium. After 6 months, still feels like new. Honda delivers on promises. bahut khush hoon. maintenance low hai. build quality acchi hai. Circuit pe bahut engaging hai."
"REV01553","Unicorn","2026-02-23","Bangalore","Beginner Rider","Instagram","14","Toured Rajasthan on my Unicorn for 4 days straight. Bike performed flawlessly. Comfortable seating, good wind protection, excellent brakes. Honda Unicorn is a true long distance companion. ekdum mast. storage kam hai. Namma Bengaluru ki roads pe accha."
"REV01554","Activa 6G","2024-11-14","Chennai","Beginner Rider","Team-BHP","10","Mixed review for Activa 6G. City use ke liye best hai - nippy, easy to handle, good mileage. Highway use ke liye nahi is best - vibrations aate hain, stability thodi kam lagti hai. Know your use case. on road price zyada lag raha tha. thoda improve karo Honda. pickup zabardast. Chennai traffic is no joke, but this handles it. Pehli bike ke liye accha choice tha."
"REV01555","Activa 125","2025-02-17","Lucknow","Office Goer","Twitter","20","Best decision tha Activa 125 lena. Pickup accha hai, suspension pothole handle kar leta hai. Wife bhi khush hai. Family use ke liye perfect hai. service center nearby hai. service center nearby hai. no complaints. Hazratganj se Gomti nagar tak roze jaata hoon. Fuel cost mein saving hui company conveyance se."
"REV01556","CB350 Hness","2025-11-14","Pune","Family User","Team-BHP","22","CB350 Hness is a competent motorcycle. Nothing exceptional but nothing terrible either. Does its job as a daily commuter reliably. Could do with better features and service experience though. no complaints. Pune ke ghats pe mast feel hota hai."
"REV01557","Activa 6G","2025-01-27","Pune","Beginner Rider","MouthShut","6","Positive side pe Activa 6G bahut stylish lagti hai aur mileage bhi accha hai. But negative side mein - seat hard hai long rides ke liye, storage bahut limited hai. 3.5/5 deta hoon. pickup zabardast. engine smooth hai. maintenance low hai. IT hub commute ke liye perfect."
"REV01558","Dio","2025-05-18","Lucknow","Female Rider","YouTube Comments","17","Bhai Dio leke bahut khush hoon. Colour options bhi acche hain. Starting problem kabhi nahi aai. Maintenance cost bhi low hai. Overall 5 star from my side. recommend karunga. no complaints. Mujhe akele bhi confident feel hota hai is pe."
"REV01559","CB350 Hness","2026-03-20","Rural Uttar Pradesh","Beginner Rider","Instagram","18","CB350 Hness - good bike with some issues. Engine and mileage excellent. But build quality of plastics is below par, seat could be softer, and service experience varies by dealer. 3.5/5. recmmend karunga. storage kam hai. Gaon ki kacchi sadak pe bhi chala liya. Pehli bike ke liye accha choice tha."
"REV01560","CB350 Hness","2024-09-27","Hyderabad","Long Distance Rider","Twitter","6","Pathetic suspension on CB350 Hness. Every pothole is felt in the spine. Rural roads mein toh bahut taqleef hoti hai. Expected better suspension tuning from Honda at this price range. pothole mein problem. build quality acchi hai. daily commute ke liye perfect. Touring ke liye really good bike hai."
"REV01561","Dio","2024-03-30","Pune","Long Distance Rider","YouTube Comments","9","Vibration feel hota hai Dio mein high speed pe. 70+ pe haath kaanpne lagte hain. Service center ne kaha normal hai but mujhe nahi lagta. Expected better from Honda. service costly hai. mileage mast hai."
"REV01562","CBR650R","2025-11-17","Delhi NCR","Female Rider","Instagram","12","The CBR650R is technically brilliant but impractical for Indian conditions. The heat from the engine in city traffic is unbearable. Low speed handling is challenging for newer riders. Not for everyone. recommend karunga. NCR roads pe smooth ride."
"REV01563","Activa 6G","2026-05-02","Bangalore","Beginner Rider","Instagram","14","Positive side pe Activa 6G bahut stylish lagti hai aur mileage bhi accha hai. But negative side mein - seat hard hai long rides ke liye, storage bahut limited hai. 3.5/5 deta hoon. EMI affordable hai."
"REV01564","CBR650R","2024-07-28","Pune","Family User","BikeWale","13","My CBR650R continues to amaze me 13 months in. Tyres grip superbly, suspension is perfectly tuned, engine pulls hard all the way to the redline. Superlative motorcycle from Honda. storage kam hai. starting kabhi problem nahi. on road price zyada lag raha tha. maintenance low hai."
"REV01565","Dio","2026-05-08","Lucknow","Long Distance Rider","Facebook","20","Maine Dio liya tha high expectations ke saath but disappointed hoon. Pickup average hai, mileage 40 se kam aa raha hai. Dealer ne jo claims kiye the wo sab jhooth nikla. maintainance low hai."
"REV01566","CBR650R","2024-08-08","Rural Uttar Pradesh","Enthusiast","BikeWale","10","CBR650R is a phenomenal machine on track and highways but the ownership experience in India needs improvement. Service centers are few, parts are expensive, and city riding is uncomforatble due to heat. maintenance low hai. starting kabhi problem nahi. insurance cheap tha. Kutcha raaste pe bhi suspension ne saath diya."
"REV01567","CB350 Hness","2024-05-23","Mumbai","Long Distance Rider","YouTube Comments","10","Office goer hoon, CB350 Hness se bahut satisfied hoon. City traffic mein handle karna easy hai. Mileage 50kmpl consistently aa raha hai. Service cost reasonable hai. No regrets. pothole mein problem. bahut khush hoon. heat bahut aati hai. 500km+ trips karke dekha hai, sach mein capable hai."
"REV01568","CBR1000RR-R Fireblade","2025-03-30","Lucknow","Enthusiast","Team-BHP","6","Disappointed with CBR1000RR-R Fireblade after sales service in India. Bought this dream bike and now for any issue I have to wait weeks for parts. Honda needs to strengthen superbike support infrastructure. bibi bhi khush hai. EMI affordable hai."
"REV01569","CB350RS","2025-06-06","Delhi NCR","Long Distance Rider","MouthShut","9","Pathetic suspension on CB350RS. Every pothole is felt in the spine. Rural roads mein toh bahut taqleef hoti hai. Expected better suspension tuning from Honda at this price range. service costly hai. daily commute ke liye perfect."
"REV01570","Activa 6G","2025-04-29","Delhi NCR","Office Goer","YouTube Comments","24","Maine Activa 6G liya 24 mahine pehle aur mast experience raha hai. Mileage bahut accha hai, daily commute ke liye perfect hai. Honda ki build quality pe trust hai. Highly recommend karunga apne area ke logo ko. Delhi traffic mein handle easy hai. Fuel cost mein saving hui company conveyance se."
"REV01571","Activa 125","2025-04-18","Mumbai","Family User","MouthShut","3","Good scooter overall. Activa 125 ka engine smooth hai, starting easy hai. But pothole mein problem hoti hai, suspension thodi soft chahiye thi. Mixed feelings hain meri. heat bahut aati hai. EMI affordable hai. city mein bhi accha. Mumbai locals ke baad bike pe aana relief hai. Ghar ke sab kaam aasaan ho gaye."
"REV01572","Shine 125","2024-01-18","Rural Uttar Pradesh","Track Rider","Service Center","24","Pathetic suspension on Shine 125. Every pothole is felt in the spine. Rural roads mein toh bahut taqleef hoti hai. Expected better suspension tuning from Honda at this price range. Kutcha raaste pe bhi suspension ne saath diya."
"REV01573","Activa 6G","2024-05-28","Mumbai","Enthusiast","BikeWale","5","Activa 6G mera second Honda hai. Pehle bhi Honda use ki thi, wahi trust se liya. Delivery experience accha tha, salesman ne sab features clearly explain kiye. Ride quality excellent. daily commute ke liye perfect. starting kabhi problem nahi. Mumbai traffic mein bhi manageable hai. Group rides mein sab impress ho jaate hain."
"REV01574","Activa 125","2026-01-08","Delhi NCR","Track Rider","Team-BHP","28","Good scooter overall. Activa 125 ka engine smooth hai, starting easy hai. But pothole mein problem hoti hai, suspension thodi soft chahiye thi. Mixed feelings hain meri. city mein bhi accha. bahut khush hoon. Delhi ki garmi mein bhi accha kiya. Track pe iska alag hi character nikalta hai."
"REV01575","Activa 6G","2025-02-04","Rural Uttar Pradesh","Enthusiast","Twitter","14","Activa 6G is superb for daily office use. No vibrations, smooth ride. Mileage mast hai around 50kmpl. Only issue is seat comfort on long rides but for city it's perfect. Group rides mein sab impress ho jaate hain."
"REV01576","Activa 6G","2024-02-24","Delhi NCR","Track Rider","Team-BHP","13","Mixed review for Activa 6G. City use ke liye best hai - nippy, easy to handle, good mileage. Highway use ke liye nahi is best - vibrations aate hain, stability thodi kam lagti hai. Know your use case. heat bahut aati hai. Delhi ki garmi mein bhi accha kiya. Track pe iska alag hi character nikalta hai."
"REV01577","CB350 Hness","2025-03-27","Delhi NCR","Family User","MouthShut","11","CB350 Hness is okay. Not the best bike I have owned but reliable enough. Mileage is its USP. If you want excitement, look elsewhere. If you want reliability and economy, this works. bhai kya bike hai. Delhi ki garmi mein bhi accha kiya. Ghar ke sab kaam aasaan ho gaye."
"REV01578","CB350 Hness","2025-01-24","Pune","Family User","YouTube Comments","13","Pathetic suspension on CB350 Hness. Every pothole is felt in the spine. Rural roads mein toh bahut taqleef hoti hai. Expected better suspension tuning from Honda at this price range."
"REV01579","Activa 125","2024-02-01","Mumbai","Daily Commuter","Facebook","24","My Activa 125 has been my faithful companion for 24 months now. The ride is smooth and comfortable even on Bangalore's bad roads. Storage could be more but the overall package is great value. Rains mein bhi reliable raha. Daily 30km commute karta hoon bina kisi tension ke."
"REV01580","Activa 6G","2025-01-19","Lucknow","Beginner Rider","BikeWale","17","Activa 6G mein seat height thodi zyada hai. Short log jaise main uncomfortable feel karte hain traffic mein. Honda ko ye improve karna chahiye tha. Suspension bhi hard lagti hai. mileage mast hai. bibi bhi khush hai. Pehli bike ke liye accha choice tha."
"REV01581","CB350RS","2026-05-11","Rural Uttar Pradesh","Beginner Rider","BikeWale","22","CB350RS mein features bahut basic hain. No Bluetooth, no USB charging, no LED properly. Competitors itna dete hain is price mein. Honda still living in old era. Wake up Honda! bahut accha hai. no complaints."
"REV01582","CB350RS","2025-03-11","Bangalore","Office Goer","YouTube Comments","4","CB350RS liya 4 mahine pehle. Already brake disc warped, chain tension issue twice. Quality control seems poor. Honda ke naam pe itni quality expected nahi thi. Very disappointing. bahut accha hai. resale value acchi hai. service costly hai. Namma Bengaluru ki roads pe accha. Parking easy hai office mein."
"REV01583","CB350 Hness","2026-01-27","Mumbai","Daily Commuter","Twitter","14","CB350 Hness is okay. Not the best bike I have owned but reliable enough. Mileage is its USP. If you want excitement, look elsewhere. If you want reliability and economy, this works. Rains mein bhi reliable raha."
"REV01584","Activa 125","2024-02-20","Hyderabad","Office Goer","YouTube Comments","23","Activa 125 ka service cost bahut zyada hai. Har 3000 km pe service le jaao, aur 1500-2000 rupees le lete hain. Mileage bhi sirf 38-40 aa raha hai jo claim se kam hai. bahut accha hai. value for money hai. first service free mila. EMI affordable hai. Cyberabad roads are smooth so this bike shines. Fuel cost mein saving hui company conveyance se."
"REV01585","Activa 125","2024-10-11","Jaipur","Beginner Rider","MouthShut","23","Best decision tha Activa 125 lena. Pickup accha hai, suspension pothole handle kar leta hai. Wife bhi khush hai. Family use ke liye perfect hai."
"REV01586","Activa 125","2024-11-09","Chennai","Daily Commuter","YouTube Comments","15","Maine Activa 125 ko 15 months use kiya hai. Absolutely zero complaints. Engine smooth, brakes responsive, fuel efficiency top notch. Honda ne kamaal kiya hai is model mein. value for money hai. bibi bhi khush hai. city mein bhi accha. service center nearby hai. Chennai heat mein test ho gaya aur pass kiya. Daily 30km commute karta hoon bina kisi tension ke."
"REV01587","Dio","2025-01-12","Chennai","Enthusiast","YouTube Comments","26","Office se ghar, market, everywhere Dio ne saath diya. Reliable bike hai. 26 months mein sirf routine service. Koi bada problem nahi aaya. Honda zindabad! vibration feel hota hai. value for money hai. mileage mast hai. mileage mast hai."
"REV01588","CBR1000RR-R Fireblade","2025-03-02","Kolkata","Enthusiast","Facebook","18","CBR1000RR-R Fireblade owned for 18 months now. This is not just a motorcycle, it's an experience. Every ride is special. The brakes are exceptional, the engine is phenomenal. True track weapon."
"REV01589","Activa 125","2025-09-13","Hyderabad","Female Rider","Facebook","21","Pathetic experience with Activa 125. Bought 21 months back, already had 2 major issues. Brake pads worn out early, and the self-start has become unreliable. Not worth the price. engine smooth hai. value for money hai. bibi bhi khush hai. thoda improve karo Honda. HITEC City commute ke liye best. Ladies ke liye handling bahut easy hai."
"REV01590","CB350 Hness","2024-07-23","Delhi NCR","Long Distance Rider","Service Center","14","Service costly hai bhai CB350 Hness ka. Har service 2000 se upar ho jaati hai. Aur dealer ka attitude bhi theek nahi hai. Honda ko apna service network improve karna chahiye seriously. bibi bhi khush hai. Delhi ki garmi mein bhi accha kiya."
"REV01591","Dio","2024-08-03","Rural Uttar Pradesh","Enthusiast","BikeWale","7","Pathetic experience with Dio. Bought 7 months back, already had 2 major issues. Brake pads worn out early, and the self-start has become unreliable. Not worth the price. maintenance low hai. bhai kya bike hai. pickup zabardast. mileage mast hai."
"REV01592","Activa 6G","2024-08-29","Rural Uttar Pradesh","Female Rider","MouthShut","14","Activa 6G overall accha hai but kuch cheezein improve ho sakti hain. Mileage aur comfort accha hai, but service cost zyada hai. Storage bhi zyada hota toh aur better hota. thoda improve karo Honda. Rural areas mein petrol pump door hote hain so mileage matters. Mujhe akele bhi confident feel hota hai is pe."
"REV01593","Dio","2025-07-25","Bangalore","Long Distance Rider","Twitter","10","Good scooter overall. Dio ka engine smooth hai, starting easy hai. But pothole mein problem hoti hai, suspension thodi soft chahiye thi. Mixed feelings hain meri. engine smooth hai. no complaints. vibration feel hota hai. Bangalore traffic mein bahut useful hai."
"REV01594","Activa 125","2025-03-17","Rural Uttar Pradesh","Daily Commuter","Twitter","19","Activa 125 is value for money if you stick to city riding. Highway pe vibrations and wind noise bother karta hai. Suspension is average for our Indian roads. Mileage is the highlight though. on road price zyada lag raha tha. resale value acchi hai. Gaon ki kacchi sadak pe bhi chala liya."
"REV01595","SP 125","2025-05-09","Jaipur","Family User","YouTube Comments","10","SP 125 ka pickup zabardast hai. 0 to 60 mein dhamaal karta hai. Highway touring ke liye bhi perfect. Suspension setup accha hai. Honda ne is segment mein best product diya hai. pickup zabardast. bahut khush hoon. Pink City mein yeh blue/red beauty alag hi dikhti hai."
"REV01596","Activa 6G","2024-12-04","Kolkata","Female Rider","BikeWale","28","Activa 6G ki build quality thodi disappointing hai. 28 months mein plastic parts pe scratches aa gaye. Paint quality bhi average. Itne paise mein better expect karta tha. mileage mast hai. Durga Puja mein naya liya tha."
"REV01597","Activa 6G","2025-04-06","Rural Uttar Pradesh","Long Distance Rider","MouthShut","29","Pathetic experience with Activa 6G. Bought 29 months back, already had 2 major issues. Brake pads worn out early, and the self-start has become unreliable. Not worth the price. no complaints."
